cycle,voltage_mean,voltage_min,voltage_max,voltage_std,voltage_range,current_mean,current_min,current_max,current_std,temperature_mean,temperature_min,temperature_max,temperature_std,discharge_duration,capacity_Ah,initial_capacity_Ah,capacity_change,capacity_degradation_rate,cycle_progress
-1.5835479856109886,0.6000108738663051,0.9431815425376808,-0.14998573504126464,-0.5939040901411796,-0.9397160831990015,0.13563230472698268,-0.8106069036359963,-0.4771312900896157,0.4279024862707525,-0.0975853889902684,0.43986106769986394,-0.9030215980348376,-1.1447361391957285,2.280057256143717,1.289866331519215,-0.9183890616616903,0.2179139967681941,0.13202999662290774,-1.7217714835076454
-1.5727017665314613,0.7475039674081074,0.8400382590533256,-0.33480211565154416,-0.6599690194417432,-0.8445186795125207,0.1457921979028631,-0.6989764186891942,0.8637142883827619,0.4365766977495875,0.09310487866511909,1.2023095957868828,-0.859774537578251,-1.300272316848183,2.207309817922494,1.2410685573875322,-0.9183890616616903,-0.3886510133993208,-0.7251480913456486,-1.7011514657410869
-1.561855547451934,0.8738350687628001,1.1042733150251565,-0.5054108535888829,-1.0611602266149414,-1.112618555635443,0.15534002520475432,-0.6759163247751548,-0.01667457522842761,0.4435779146324166,-0.00962274562226227,1.3046557637996092,-1.0409827396591305,-1.4224017537568205,2.1231236684818016,1.1883426074655319,-0.9183890616616903,-0.43747893702064433,-0.7941501364811693,-1.6805314479745281
-1.5510093283724067,0.8724446704961025,0.8634743633623538,-0.47590390898959367,-0.7719453272894303,-0.8730347230799147,0.07436561132642373,-0.6162839845990328,0.021947647767158237,0.3743540745369715,-0.1692332725317316,1.1309176002105565,-1.0886844455532783,-1.40413451061273,2.041479003048279,1.1879263606183301,-0.9183890616616903,0.21273997443627732,0.12471823531911237,-1.6599114302079696
-1.5401631092928794,0.8464000884743134,0.6775600119947145,-0.4933891661388726,-0.5533664823850293,-0.6895727827550704,0.06969746063769545,-0.7555361379761658,0.11612735415080518,0.3743862859115245,-0.3345080859455063,0.8480489877013894,-1.1705163776422634,-1.3800054938028155,2.03175630183045,1.184962909357076,-0.9183890616616903,0.1810777706001203,0.07997423114774152,-1.6392914124414109
-1.529316890213352,0.8265442171206112,0.5694635313180256,-0.4377608877554595,-0.40774781313252134,-0.5804279690809812,0.152454862870824,-0.6442167012730279,0.5969538256779251,0.4446588464349797,-0.26986700817158676,0.8389963444284672,-1.0976430183489154,-1.324586622048268,2.125726148105143,1.1898433339335075,-0.9183890616616903,0.2785785421393913,0.21775917344173573,-1.6186713946748523
-1.5184706711338247,0.820447084646386,0.434623751906248,-0.4833758390157478,-0.23046464222106994,-0.44860534243704325,0.15263037145754763,-0.6066693644160869,0.4898395900046014,0.4435455135705313,-0.21220831712300203,0.9685327067785632,-1.03937455395403,-1.3188573687978102,2.119817706085275,1.187367382598231,-0.9183890616616903,0.1871374813721556,0.08853761875854556,-1.5980513769082938
-1.5076244520542974,1.0785244452550309,1.1585347565253195,-0.425707498404053,-1.0729598708651835,-1.1633588603348468,-0.09244661941194551,-0.6820570926628906,0.4369819834901176,0.23586261341658937,-0.29944859117367617,1.2560607718536485,-1.2957083260336784,-1.4943959756856167,1.801115611586203,1.1422717349869496,-0.9183890616616903,-0.3426329224013476,-0.6601168109513059,-1.577431359141735
-1.49677823297477,1.054943973921157,0.9080272981975066,-0.414807381416102,-0.7880421849320157,-0.9148599681305457,-0.17812580120810412,-0.8426283555939447,2.37213788821634,0.15674248542863115,-0.37966326722287524,1.080597195336324,-1.2879925243368042,-1.4406742021092642,1.7122287333258497,1.1375508335941726,-0.9183890616616903,0.1592323529378342,0.04910299223888696,-1.5568113413751765
-1.4859320138952428,1.0208860595782563,0.6997510521469891,-0.39392580696757296,-0.5511426072284125,-0.7078092187881226,-0.17472042556552228,-0.6289863164379964,0.9196604138242118,0.1559492538612423,-0.46614123934190155,0.938833934771505,-1.287390149915469,-1.4098843303773176,1.7148962749397747,1.136779570423156,-0.9183890616616903,0.20832705839869087,0.11848204485632605,-1.5361913236086178
-1.4750857948157154,0.9832144808830977,0.3714153592944089,-0.42698029076882016,-0.19821135853525898,-0.3838864009568686,-0.26181145209817547,-0.6289441118305567,0.6801616921145323,0.07314061290174341,-0.6154239540367797,0.6628876626708137,-1.2751862965677003,-1.3195970844667395,1.629502412298875,1.1368097524405214,-0.9183890616616903,0.21828916461131337,0.132560171705614,-1.5155713058420592
-1.4588164661964245,1.189288572979247,1.0946658415335084,-0.3237219725263246,-0.9871000133748081,-1.0962713411966765,-0.3471089958029802,-0.701904535648225,0.5204686581757912,-0.006743802021619092,-0.35730220389865336,1.3175887644851072,-1.2916178379692176,-1.463429006680035,1.469962278639206,1.0867755047401866,-0.9183890616616903,-0.40402059973980126,-0.4539019308044982,-1.4949512880755005
-1.4479702471168971,1.1562665653065283,0.7799678903971244,-0.38711128889044005,-0.6686789976459937,-0.7869953578330152,-0.432869667482611,-0.6590940246039799,0.21181989393334621,-0.09922727230943816,-0.41451392939564635,1.3022019284567294,-1.2405223971535395,-1.4367358653279558,1.3856460052173456,1.084615288573495,-0.9183890616616903,0.19106212566489097,0.0940837993565155,-1.474331270308942
