battery_id,cycle,voltage_mean,voltage_min,voltage_max,voltage_std,voltage_range,current_mean,current_min,current_max,current_std,temperature_mean,temperature_min,temperature_max,temperature_std,discharge_duration,capacity_Ah,initial_capacity_Ah,SOH_percent,SOH_change,capacity_change,SOH_degradation_rate,capacity_degradation_rate,cycle_progress
B0005,2,3.52982866886934,2.612467347907089,4.191491807505295,0.2359570706808563,1.5790244595982057,-1.8187019641679727,-2.0180146876333027,0.0007285852728454,0.593546181674474,32.572328114029,24.325993424022467,38.98218133148803,3.4869204762216834,3690.234,1.8564874208181572,1.8564874208181572,100.0,0.0,0.0,0.0,0.0,0
B0005,4,3.5373201277859714,2.587208728940726,4.189773213846608,0.2347649292859221,1.6025644849058818,-1.817559850661287,-2.016820542901454,0.0029274033590803,0.5951796218062511,32.72523522519307,24.685948163596,39.03339796678704,3.426734226466466,3672.344,1.846327249719927,1.8564874208181572,99.45272071416714,-0.5472792858328575,-0.010160171098230197,-0.2736396429164287,-0.005080085549115099,1
B0005,6,3.5437367282719,2.65191689384378,4.188186735991303,0.2275254354967308,1.536269842147524,-1.816486541884096,-2.016573862170142,0.001483676365228,0.5964980204475099,32.64286193755933,24.7342661639544,38.81879668981741,3.379475042762775,3651.641,1.835349194223408,1.8564874208181572,98.86138595081704,-0.5913347633501047,-0.01097805549651909,-0.29566738167505235,-0.005489027748259545,2
B0005,8,3.5436661072601456,2.592947964776547,4.188461118855572,0.2327443172418253,1.5955131540790246,-1.8255891938692528,-2.0159359571668354,0.0015470119527235,0.5834624841611844,32.51487646204882,24.65224374129252,38.7623045063458,3.3865437316993527,3631.563,1.8352625275821128,1.8564874208181572,98.85671763794171,-0.004668312875324432,-8.666664129508561e-05,-0.002334156437662216,-4.3333320647542806e-05,3
B0005,10,3.5423432526672167,2.547419651124539,4.188298524761055,0.2366885716567803,1.640878873636516,-1.8261139590277584,-2.017425579158831,0.0017014548245034,0.5834685498827803,32.38234901543077,24.518700434435164,38.66539257343368,3.3958806914600226,3629.172,1.8346455082120416,1.8564874208181572,98.82348178817772,-0.033235849763997294,-0.0006170193700711923,-0.016617924881998647,-0.00030850968503559617,4
B0005,12,3.541334734634757,2.5209480504077413,4.188815807948604,0.2393162599829323,1.6678677575408627,-1.8168108743168805,-2.0162347618032066,0.0024899497555445,0.5967015706365189,32.43418218230641,24.51442664842638,38.75169504640032,3.4173255675455376,3652.281,1.8356616600675493,1.8564874208181572,98.87821697485944,0.05473518668172517,0.0010161518555076299,0.027367593340862584,0.0005080759277538149,5
B0005,14,3.541025049507521,2.487927319492314,4.18839163793879,0.2425153341196382,1.700464318446476,-1.816791144707133,-2.01583310669507,0.0023142958827398,0.5964919190059063,32.480416444757985,24.575581239008407,38.8207012322275,3.419542558294876,3650.828,1.8351461429226603,1.8564874208181572,98.85044855913476,-0.027768415724679585,-0.0005155171448889551,-0.013884207862339792,-0.00025775857244447753,6
B0005,16,3.554133296801584,2.665204904745877,4.188927891511958,0.2273125109616539,1.5237229867660806,-1.844341212075406,-2.0166395518034546,0.0022276160569156,0.5573831672048897,32.41046186109587,24.71132429046902,38.51713023385634,3.3516161723228617,3572.453,1.8257567905665535,1.8564874208181572,98.34468955151549,-0.5057590076192753,-0.009389352356106828,-0.25287950380963764,-0.004694676178053414,7
B0005,18,3.5529355991467955,2.603858472633368,4.189029250882121,0.2324538495076242,1.5851707782487536,-1.853972745505648,-2.018357230695621,0.0054010283210214,0.5424840616663397,32.3461408313,24.628487294051176,38.526267904657,3.3724043396197616,3550.594,1.8247738529891333,1.8564874208181572,98.29174345738105,-0.05294609413444107,-0.0009829375774201843,-0.026473047067220534,-0.0004914687887100921,8
B0005,20,3.5512057319377,2.552853984885676,4.189223427076418,0.2367287014754214,1.636369442190742,-1.853589933851096,-2.016071837814984,0.0030191479674457,0.5423346882876612,32.27679750791685,24.561560340089137,38.52698128472781,3.384318782535614,3551.25,1.824613268496936,1.8564874208181572,98.2830935473199,-0.0086499100611519,-0.00016058449219724658,-0.00432495503057595,-8.029224609862329e-05,9
